###########################################################
# https://github.com/Hurricane-32/Celeste-pt_PT/tree/main #
###########################################################

# NOTES:
# The # Symbol at the start of a line counts as a Comment. To include in dialog, use a \#
# The . Symbol will cause a pause unless escaped with \. (ex: Mr. Oshiro has a pause, Mr\. Oshiro does not)
# Newlines automatically create a Page Break, unless there is an {n} command on the previous line
# Commands: Anything inside of curly braces {...} is a command and should not be translated.

# Inline Text Commands:
# {~}wavy text{/~}
# {!}impact text{/!}
# {>> x}changes speed at which characters are displayed{>>}
# {# 000000}this text is black{#} (uses HEX color values)
# {+MENU_BEGIN} inserts the dialog from the MENU_BEGIN value (in English, "CLIMB")
# {n} creates a newline, without a page break
# {0.5} creates a 0.5 second pause
# {big}this text is large{/big}

# Gameplay Control Commands (should never change)
# {trigger x} this triggers an in-game event
# {anchor} controls the visual position of the textbox in-game

# Language (id,label)
	LANGUAGE=portuguese,Português Portugal
	ICON=Icons/portugal-portuguese.png
	ORDER=11
### O valor 11 na opção acima faz com que a opção de pt_PT apareça por debaixo da tradução brasileira (10) no menu do jogo.

# Font (Face, Base Size)
# Use BMFONT to generate the .fnt and image files
	FONT=Renogare,64

# Done loading Meta Data
	BEGIN=true

# Auto-Saving
	AUTOSAVING_TITLE_NS=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_NS=
		Não desligues a consola
		quando este ícone for exibido
	AUTOSAVING_TITLE_PS4=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_PS4=
		Não desligues a consola
		quando este ícone for exibido
	AUTOSAVING_TITLE_XB1=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_XB1=
		Não desligues a consola
		quando este ícone for exibido
	AUTOSAVING_TITLE_PC=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_PC=
		Não desligues o computador
		quando este ícone for exibido

# Main Menu
	MENU_DEBUG=		~DEBUG~
		[MADELINE left determined]
		Esta montanha nem tem hipótese.

		[BADELINE right worried]
		Não estragues tudo.

	# Forsaken City -> Old Site
	CH7_ASCEND_1=
		[MADELINE left normal]
		Como é que te sentes?

		[BADELINE right upset]
		Estou bem.

		[BADELINE right worried]
		Só estou {0.4}à espera que algo de errado aconteça.

		[MADELINE left sad]
		Aconteça o que acontecer,{n}vou estar sempre contigo.

		[BADELINE right worried]
		Sabes o que realmente me assusta?
		
		[BADELINE right upset]
		Estou a começar a acreditar em ti.

	# Old Site -> Celestial Resort
	CH7_ASCEND_2=
		[BADELINE right normal]
		Bom trabalho lá atrás.

		[MADELINE left surprised]
		Olha só para ti!

		[MADELINE left normal]
		Temos aqui a {+ST_BAD}Miss Positividade{+END_BAD}.

		[MADELINE left determined]
		És tão encorajadora.

		[BADELINE right angry]
		Não abuses da sorte.
		
	# Celestial Resort -> Cliffside
	CH7_ASCEND_3=
		[MADELINE left distracted]
		Espero que o {+MROSHIRO} esteja bem.

		[BADELINE right angry]
		Porquê? Ele tratou-te abaixo de cão.

		[MADELINE left sad]
		Sim, mas ainda me preocupo com ele.
		
		[MADELINE left upset]
		E não devias ter dado cabo da cabeça dele daquela maneira.

		[BADELINE right angry]
		Como queiras.

		[MADELINE left sad]
		Estou a falar a sério. És demasiado agressiva.

		[BADELINE right angry]
		E {~}tu{/~} gastas demasiada energia com{n}pessoas más que só acabam por te magoar.

		[MADELINE left distracted]
		O {+MROSHIRO} não é má pessoa.

		[BADELINE right yell]
		Ele transformou-se num {*}monstro!{/*}
		Ele tentou {*}magoar-te!{/*}

		[BADELINE right worriedAlt]
		E agora estás a defendê-lo?

		[MADELINE left distracted]
		Não o estou a defender...

		[MADELINE left sad]
		Somos da mesma opinião.{n}Também tou zangada com ele.
		Se calhar ainda estava naquele hotel{n}se não tivesses forçado o problema.

		[MADELINE left distracted]
		...mas ainda espero que ele esteja bem.

		[BADELINE right worried]
		...

		[BADELINE right worriedAlt]
		Está bem...
		...peço desculpa...

		[BADELINE right worried]
		...por atacar o {+MROSHIRO}.

		[MADELINE left distracted]
		Obrigada.
		
		[MADELINE left sad]
		Isso agora é passado.
		
	# Cliffside -> Temple
	CH7_ASCEND_4=
		[MADELINE left surprised]
		Esta foi por pouco.

		[BADELINE right worried]
		Sim, pensava que não íamos conseguir.

		[MADELINE left distracted]
		Se calhar tinhas razão.

		[MADELINE left sad]
		Talvez isto {~}até seja{/~} demasiado perigoso.

		[BADELINE right worried]
		...

		[BADELINE right angry]
		{*}Não.{/*}
		Eu estava errada.
		Nós conseguimos escalar esta {+MOUNTAIN}.

		[BADELINE right normal]
		Eu estou aqui para ti...

		[BADELINE right worried]
		...e...

		[BADELINE right worriedAlt]
		...eu acredito em ti.

		[MADELINE left sad]
		Isso significa muito para mim.
		
	# Temple -> Summit
	CH7_ASCEND_5=
		[MADELINE left determined]
		Aqui está, a reta final.

		[MADELINE left normal]
		Estamos tão perto.{n}Vamos conseguir!

		[BADELINE right worriedAlt]
		Sim...

		[BADELINE right worried]
		...

		[MADELINE left sad]
		O que se passa?

		[BADELINE right worried]
		...É só que...
		...

		[BADELINE right worriedAlt]
		...Desculpa.
		Eu estava a atrasar-te.

		[BADELINE right worried]
		Tenho de aprender a confiar em ti.

		[MADELINE left distracted]
		A culpa não é tua.
		Eu tentei deixar-te para trás.
		E para ser sincera, tenho estado a tentar{n}deixar-te para trás a minha vida inteira.

		[MADELINE left sad]
		{~}Eu{/~} é que peço desculpa.
		Quem me dera ter tentado perceber-te mais cedo.
		Eu era demasiado orgulhosa, ou teimosa, ou {*}sei lá.{/*}

		[BADELINE right worriedAlt]
		Desperdiçámos tanto tempo e energia.

		[BADELINE right worried]
		...

		[BADELINE right worriedAlt]
		Pelo menos estamos finalmente a falar sobre isso.

		[MADELINE left sad]
		Sim...

		[MADELINE left normal]
		Fico contente pela {+MOUNTAIN} te ter feito aparecer.
		Acho que conseguimos ultrapassar isto.
		Se somos capazes de escalar esta {+MOUNTAIN}{n}juntas, somos capazes de tudo.
		
		[BADELINE right worried]
		E se não conseguirmos?

		[MADELINE left normal]
		Eu podia viver com isso.

		[BADELINE right worriedAlt]
		Podias?

		[MADELINE left sad]
		Claro.
		
		[MADELINE left normal]
		Estou contente por estarmos a tentar.

		[MADELINE left sad]
		Precisava mesmo de fazer isto.
		
		[BADELINE right upset]
		Estou finalmente a perceber porquê.

		[BADELINE right normal]
		Vamos acabar isto.

	CH7_ENDING=
		[BADELINE left normal]
		Nós conseguimos mesmo!
		Não posso acreditar!

		[MADELINE right surprised flip]
		Uau! É tão lindo!
		
		[MADELINE right normal flip]
		Olha só o quão longe chegámos!

		{trigger 1 Madeline sits down}

		[BADELINE left normal]
		Ainda bem que fui a tempo de ver isto antes de...

		[BADELINE left worriedAlt]
		Bem, antes de eu...

		[MADELINE right distracted flip]
		Ah, pois é.

		[MADELINE right sad flip]
		Quando formos embora da {+MOUNTAIN},{n}já não vais poder falar mais comigo...
		Pelo menos não desta maneira.

		[BADELINE left worried]
		Sim.

		[BADELINE left upset]
		Eu sei que eventualmente temos de ir para casa.
		Mas vai ser assustador perder este corpo.

		{trigger 2 Badeline moves beside Maddy as camera begins panning right}

		[MADELINE left sad]
		Mas vais existir na mesma.
		Já eras {+PART_OF_ME} antes de virmos para aqui.

		[BADELINE left upset]
		Sim, em sei,
		Mas vou mesmo precisar que me oiças.

		[BADELINE left worried]
		...mesmo que já não consiga falar mais contigo pessoalmente.

		[BADELINE left worriedAlt]
		É só que... não consigo voltar a como as coisas eram antes.
		Antes da {+MOUNTAIN}.

		[MADELINE right sad flip]
		Não te preocupes, também não{n}quero voltar ao que era.
		Quero mesmo que daqui para{n}à frente possamos trabalhar juntas.

		[BADELINE left upset]
		Eu acredito em ti.

		[BADELINE left worriedAlt]
		...mas ainda estou nervosa.

		{trigger 0 Wait a bit}
		
		[BADELINE left upset]
		Então... e agora?

		[MADELINE right distracted flip]
		...

		[MADELINE right normal flip]
		Vamos desfrutar disto por um bocadinho.

	CH7_BSIDE_ASCEND=
		[BADELINE left freakA]
		Aquilo foi fantástico!

		[MADELINE right surprised]
		Não acredito que fizemos aquilo!

		[BADELINE left freakA]
		Nada nos pode parar!

		[MADELINE right upset]
		Agora estás-me a assustar.

	CH7_CSIDE_OLDLADY=
		[GRANNY right normal]
		Até custa a acreditar que acabou, não é?

		[GRANNY right laugh]
		É engraçado como nos habituamos a grandes esforços.

		[GRANNY right normal]
		Promete-me que cuidas bem de ti, está bem?

	CH7_CSIDE_OLDLADY_B=
		[GRANNY right normal]
		Então?
		Estás à espera do quê?

# *** Epilogue ***

	EP_CABIN=
		[GRANNY right normal]
		Bem vinda de volta.

		[THEO right excited]
		{+MADELINE}!
		Conseguiste chegar ao cume?
		
		{trigger 0 Badeline emerges}

		[MADELINE left normal]
		Sim, conseguimos.
		Foi incrível.

		[GRANNY right normal]
		É lindo, não é?

		[BADELINE left upset]
		Nunca pensei que fosse valer a pena...

		[BADELINE left normal]
		Mas valeu mesmo.

		[THEO right thinking]
		Devia ter-te dado o meu telemóvel para{n}poderes ter tirado {~}A Derradeira Selfie.{/~}

		{trigger 1 Fade out, hear knock on door, fade in and Oshiro enters}

		[OSHIRO left normal]
		Boa tarde a todos.

		[BADELINE right angry]
		O que é que {~}tu{/~} estás a fazer aqui?

		[OSHIRO left normal]
		Um passarinho disse-me que ia haver uma festa.

		[OSHIRO left sidehappy]
		{+thought}RSVP por pássaro, positivamente mágico!{+endthought}

		[OSHIRO left drama]
		Mas se não for aqui bem-vindo, posso-me ir embora.

		[MADELINE right sad]
		Por favor fique, {+MROSHIRO}.

		[MADELINE right normal]
		É bom vê-lo.

		{trigger 2 Oshiro settles in}

		[GRANNY left normal]
		Sabes, é a primeira vez que te vejo fora{n}desse teu hotel, {+OSHIRO}.
		Ainda bem que pudeste vir.
		A {+MADELINE} está aqui a fazer-nos uma tarte{n}com todos os morangos que ela tem apanhado.

		[OSHIRO left normal]
		Ah, isso é maravilhoso, {+MS_MADELINE}.

		[THEO right normal]
		Já não comia uma {# F94A4A}tarte de morango{#} desde que era puto.

		[THEO right excited]
		Isto vai ser bestial!

		[BADELINE right scoff]
		É melhor não esperarem por muito,{n}ela não é boa pasteleira.

		{trigger 3 Maddy Turns}

		[MADELINE left normal]
		Também disseste que não era alpinista.

		[BADELINE right worried]
		Verdade.

		{trigger 3 Maddy Turns}

		[MADELINE right sad]
		Não posso prometer que vai estar à altura, {+THEO}.

		[MADELINE right normal]
		Mas tentei o meu melhor.

	EP_PIE_START=
		[MADELINE right normal]
		Então?
		Como é que está?

	EP_PIE_DISAPPOINTED=
		[THEO left wtf]
		Bem, acho que tecnicamente é uma tarte...

		[OSHIRO left worried]
		Isto é alguma espécie de piada, {+MS_MADELINE}?

		[GRANNY left normal]
		Querida, é suposto uma tarte de{n}morango ter morangos lá dentro.

	EP_PIE_GROSSED_OUT=
		[THEO left wtf]
		{+MADELINE}, agradeço mesmo de cozinhares para nós...
		Mas acho que não consigo comer isto.

		[GRANNY left normal]
		A intenção é que conta.

		[BADELINE left angry]
		Nenhum de vocês sabe apreciar comida boa.
		Vou comer tudo sozinha.

		[MADELINE right sad]
		Não precisas de fazer isso.

		[BADELINE left worried]
		Sim... era uma ameaça em vão.

	EP_PIE_OKAY=
		[OSHIRO left normal]
		O que importa mesmo é que{n}tentou o seu melhor, {+MS_MADELINE}.

		[BADELINE left angry]
		Quem convidou este gajo?

		[THEO left thinking]
		Vá lá, é mesmo boa.

		[GRANNY left normal]
		Não comi bem pior.

		[THEO left normal]
		Obrigado pela tarte, {+MADELINE}.

	EP_PIE_REALLY_GOOD=
		[GRANNY left normal]
		Estou impressionada!
		Isto faz os meus cozinhados parecerem uma brincadeira.

		[BADELINE left normal]
		Nada mau.

		[THEO left excited]
		Mãe do céu!

		[THEO left normal]
		Isto é mesmo saboroso.

		[OSHIRO left normal]
		{+MS_MADELINE}, estaria disponível para{n}preparar o nosso banquete de re-inauguração?
		
		[THEO left excited]
		Posso levar uma fatia para casa para dar à {+ALEX}?
		Ela vai morrer quando provar isto.
		
	EP_PIE_AMAZING=
		[THEO left wtf]

		[THEO left excited]
		Isto é a melhor coisa que alguma vez provei!

		[MADELINE right sad]
		Vá lá. Sejam sinceros.

		[GRANNY left normal]
		Ele tem razão, querida.
		Isto é delicioso.

		[OSHIRO left normal]
		É verdadeiramente magnífico, {+MS_MADELINE}.

		[OSHIRO left worried]
		{~}Uma sinfonia para as papilas gustativas!{/~}

		[BADELINE left scoff]
		Posso ficar com uma parte dos louros?

		[MADELINE right normal]
		Uau, obrigada a todos.
		Esforcei-me imenso por ela.
		
# *** Appendix ***

	APP_INTRO=
		Cerca de um ano depois...

	APP_OLDLADY_A=
		[GRANNY right normal]
		Olá, miúda!
		É bom ver-te outra vez.

		{trigger 0}

		[GRANNY right normal flip]
		Aqui está a caverna de que te falei{n} ao telefone.
		
		{silent_trigger 1}
		
		Segue-me.

	APP_OLDLADY_B=
		[MADELINE left sad]
		Que lugar é este?

		[GRANNY right normal]
		Esta passagem leva-te ao centro da {+MOUNTAIN}.
		Disseste que querias voltar{n}e explorá-la mais a fundo...

		{trigger 0 start laughing}

		[GRANNY right laugh]
		Não consegues ir muito mais fundo do que isto!

		{trigger 1 stop laughing}

		[GRANNY right normal]
		Mas tem cuidado.
		Quando chegas assim tão perto ao coração da {+MOUNTAIN},{n}o seu poder começa a afetar-te de forma diferente.

		[MADELINE left sad]
		Sim, já dei por isso...

		[GRANNY right normal]
		Boa sorte lá dentro.

	APP_OLDLADY_C=
		[GRANNY right normal]
		Onde está aquela outra {+PART_OF_YOU}?

		[MADELINE left sad]
		Não sei... Esperava que ela já tivesse aparecido.

		[MADELINE left distracted]
		Talvez eu tenha mudado, e{n}ela já não faz {+PART_OF_ME}.

		[GRANNY right normal]
		Ou então crescido juntas.
		Talvez não seja tão fácil para a{n}{+MOUNTAIN} vos separar agora.
		Eu aposto que ela ainda está contigo, de alguma forma.

		[MADELINE left normal]
		Gosto mais dessa teoria.

		[MADELINE left distracted]
		Mas ainda gostava de poder falar com ela.

	APP_OLDLADY_D=
		[GRANNY right normal]
		Tens falado com o {+THEO}?

		[MADELINE left normal]
		Sim, ele passou o verão em Vancouver.
		Conseguimos passar um bom tempo juntos.

		[GRANNY right normal]
		O que é que ele tem feito ultimamente?

		[MADELINE left normal]
		Ele voltou para a Califórnia com a família.
		Ele quer ficar por lá enquanto a{n}irmã dele acaba a faculdade de direito.

		[MADELINE left sad]
		Parece ser bastante intenso, mas ele{n}quer estar lá para a apoiar.

		[GRANNY right normal]
		Ele parece ser um jovem simpático.

	APP_OLDLADY_E=
		[MADELINE left normal]
		Já faz algum tempo. Como é que tem estado?

		[GRANNY right normal]
		Ah, é a velha história de sempre.

		{trigger 0 start laughing}

		[GRANNY right laugh]
		E no meu caso, mete velha nisso.

		{trigger 1 end laughing}

		[GRANNY right normal]
		Já não vou para nova, isso é de certeza.
		Tem dias em que só de manter os{n}olhos abertos tira-me a energia.
		No entanto a {+MOUNTAIN} ainda me mantém de pé.

		[GRANNY right mock]
		Ainda não é tão cedo que vou bater a bota.

		[MADELINE left normal]
		Não esperava menos vindo de si.

		[MADELINE left sad]
		Tenha cuidado consigo.

	APP_OLDLADY_LOCKED=
		[MADELINE left sad]
		A porta ali à frente não se mexe.
		Existe outra forma de entrar?

		[GRANNY right normal]
		Temo que não, querida.

		[GRANNY right mock]
		Achas mesmo que a {+MOUNTAIN} ia começar{n}a fazer-te a vida fácil a partir de agora?

		[GRANNY right normal]
		Diria que ela pensa que ainda que não estás pronta.

		[MADELINE left sad]
		Certo, a {+CELESTE_MOUNTAIN} pode ser {~}estranha e mágica.{/~}

		[MADELINE left upset]
		Mas agora está-me a querer dizer que ela também {~}"pensa"{/~}?

		[GRANNY right normal]
		Ela não pensa como tu ou eu,
		É como... um rio pensa em fluir em direção ao mar.
		Podes fazê-lo parecer uma loucura se quiseres.

		[MADELINE left upset]
		Sei melhor do que duvidar de si.

		[MADELINE left sad]
		Como é que a convenço de que estou pronta?

		[GRANNY right normal]
		Sei lá eu.
		Eu voltaria atrás, e prestava mesmo muita atenção.
		A {+CELESTE_MOUNTAIN} ainda deve ter mais para te ensinar.

	APP_ENDING=
		...é isto?
		Isto é o que está ao centro disto tudo?
		É tão vazio... e vasto...
		Ainda assim sinto uma nostalgia de certa forma.
		E paz.

	CH9_GRAVESTONE=
		[MADELINE left sad]
		{+GRANNY}...
		[MADELINE left sadder]
		Não posso acreditar que se foi, sua velhota.

		[MADELINE left distracted]
		Bem,{0.2} eu acho que posso.

		[MADELINE left sadder]
		Pareceu-me que se estava a despedir de mim{n}na ultima carta que me enviou.

		{silent_trigger 0 Step Forward}
		
		[MADELINE left sadder]
		Não é justo. Eu preciso de si.

		[MADELINE left angry]
		Não me preparou para nada disto.

		{trigger 1 Badeline Appears}

		[BADELINE left scoff]
		O que é que queres que ela faça, peça desculpa?

		[BADELINE left upset]
		Ela foi-se.

		[BADELINE left angry]
		E tu nem sequer foste ao funeral.

		{trigger 2 Sit Down}

		[MADELINE left distracted]
		Eu sei, eu só... não fui capaz.

		[MADELINE left sadder]
		Eu colapsei.

		[MADELINE left sadder]
		Desculpe, {+GRANNY}.

		[BADELINE left angry]
		{~}Pedir desculpas{/~} não a vai trazer de volta.

		[MADELINE left sadder]
		Tens razão

		[MADELINE left sad]
		Foi muito egoísta da minha parte vir aqui.

	CH9_FLYING_TO_THE_MOON=
		[BADELINE right concerned]
		Onde é que vamos, {+MADELINE}?

		[MADELINE left sad]
		Temos de seguir aquele pássaro.
		Ele é {+PART_OF_GRANNY}, tal como tu és {+PART_OF_ME}.
    
		[BADELINE right worried]
		Eu pensei que era só um animal de estimação ou algo assim...

		[MADELINE left distracted]
		{~}Tem{/~} de ser mais do que isso.

		[MADELINE left sad]
		Aquele pássaro estava sempre a olhar por{n}mim na {+MOUNTAIN}, tal como fez a {+GRANNY}.

		[BADELINE right concerned]
		{+MADELINE}... Destesto ter de o dizer mas...

		[BADELINE right worriedAlt]
		Estás em negação.

		[BADELINE right worried]
		É só um pássaro.
    
		[MADELINE left upset]
		Cala-te e ajuda-me por uma vez, pode ser?

	CH9_LANDING=
		[BADELINE left worried]
		Ah... estamos mesmo alto.

		{trigger 0 Badeline turns}

		[BADELINE left worriedAlt flip]
		A montanha mais parece um formigueiro vista daqui.

		{trigger 0 Badeline turns}

		[BADELINE left worried]
		Devíamos mesmo voltar para trás.

		[MADELINE right upset]
		Não temos tempo para discutir sobre isto.

		[BADELINE left concerned]
		Como é que estás sequer a respirar aqui em cima?

		[MADELINE right sad]
		A {+GRANNY} quer que a sigamos.

		[MADELINE right distracted]
		Não a podemos desiludir outra vez.

		[BADELINE left angryAlt]
		{~}...é um pássaro{/~}, {+MADELINE}.

		[BADELINE left angry]
		A {+GRANNY} morreu.

		[MADELINE right angry]
		Tu pensas {*}mesmo{/*} que aquilo é só um pássaro normal?

		[MADELINE right sad]
		É {+PART_OF_HER}, e ainda está aqui não sei como.

		[MADELINE right distracted]
		Talvez haja uma forma de a a trazer de volta.

		[MADELINE right sad]
		Tenho de fazer... alguma coisa.

		[BADELINE left angryAlt]
		...
		Não posso ajudar-te com isto.

		[MADELINE right angry]
		Então {*}vai-te embora!{/*}

		{trigger 1 Badeline Vanishes}

		[MADELINE left determined]
		Não se preocupe, {+GRANNY}.
		Não a vou perder.

	CH9_FAKE_HEART=
		[MADELINE left distracted]
		Espera, não...

		[MADELINE left sad]
		Isto não pode ser o fim.

	CH9_KEEP_GOING=
		[MADELINE left sadder]
		A {+GRANNY} ainda está algures por aí.

		{trigger 0 Step Forward}

		[MADELINE left determined]
		O que significa que tenho de continuar.

	CH9_MISS_THE_BIRD=
		[MADELINE left angry]
		{~}Ei!{/~}
		Não queres que te ajude?

		[MADELINE left sadder]
		...não quer ver-me mais, {+GRANNY}?

		{trigger 0 stand up, face left }

		[MADELINE left sad flip]
		Eu não percebo.

		[MADELINE left distracted flip]
		Estás a testar-me?
		Estás com medo de pedir ajuda?

		[MADELINE left sadder flip]
		Talvez a {+PART_OF_ME} tenha razão.{n}Se calhar é {~}mesmo{/~} só um pássaro.
		...

		{trigger 1 take a step left}

		[MADELINE left sad flip]
		A não ser que...

		{trigger 2 take a step right}

		[MADELINE left surprised]
		O pássaro não quer que eu salve a {+GRANNY}.
		
		{trigger 3 black hole flickers }

		[MADELINE left sadder]
		Está a tentar impedir-me, tal como a {+PART_OF_ME}.
		Estou sozinha aqui em cima.

		{trigger 4 black hole flickers more, tiles to crack into the sci-fi one}

		[MADELINE left angry]
		Bem, não precisamos da ajuda deles, não é {+GRANNY}?

		[MADELINE left together]
		Não se preocupe, não vou desistir de si!
		Vou apanhar aquele pássaro estúpido e libertá-la.

	CH9_HELPING_HAND=
		[MADELINE left upset]
		Eu não pedi a tua ajuda.
		
		[BADELINE right angryAlt]
		Eu sei, mas vá lá {+MADELINE}...
		Pensa bem nisto.

		[BADELINE right angry]
		Qual é o teu objetivo?
    
		{trigger 0 Madeline faces away}

		[MADELINE left determined flip]
		Tudo o que interessa é encontrar a {+GRANNY}.
		E aí talvez consiga trazê-la para casa...

		[MADELINE left sadder flip]
		Mesmo que o universo inteiro esteja contra mim.
		
		[BADELINE right worriedAlt]
		...

		[BADELINE right worried]
		Não estás preocupada em te perderes cá em cima?

		[MADELINE left angry flip]
		Eu aguento-me.

		[BADELINE right worriedAlt]
		...

		[BADELINE right worried]
		Olha lá, {+MADELINE}...

		[BADELINE right worriedAlt]
		Estamos no {~}espaço{/~} a seguir um {~}pássaro misterioso{/~}.

		[BADELINE right upset]
		Nada disto é real.

		[BADELINE right concerned]
		Estás a sonhar.

		[MADELINE left sadder flip]
		...

		[BADELINE right concerned]
		...ela foi-se.

		[BADELINE right upset]
		Já está na hora de acordares.
		
		[MADELINE left sadder flip]
		Mas se acordarmos, nunca mais vamos ver a {+GRANNY} outra vez...

		{trigger 1 Madeline faces towards badeline}
		
		[MADELINE left angry]
		Não acredito que queiras que ela desapareça para sempre!
		És sempre tão {*}egoísta{/*}.

		[BADELINE right angry]
		...
		
		[BADELINE right angryAlt]
		Primeiro de tudo, é um {~}pássaro{/~}.
		Nós não {~}sabemos{/~} que é ela.
		
		[BADELINE right yell]
		E {*}a seguir a isso{/*}...
		...

		[BADELINE right sigh]
		...precisamos de recuar.
		
		{trigger 2 Madeline steps towards badeline}

		[MADELINE left angry]
		Não {!}{*}tu{/*}{/!} é que precisas de recuar.
		{*}Eu vou fazer isto.{/*}

		[MADELINE left sad]
		Com ou sem ti.
		Estou farta que me impeças.

		[MADELINE left sadder]
		A {+GRANNY} precisa de mim.
		
		[BADELINE right simple_sigh]
		Certo.
		Boa sorte.
		
	CH9_CATCH_THE_BIRD=
		[MADELINE left surprised]
		Apanhei-te! Finalmente!

		[MADELINE left angry]
		Agora onde é que está a {+GRANNY}!?

		{trigger 0 bird looks hurt}

		[MADELINE left angry]
		...

		[MADELINE left surprised]
		Oh não.
		Estás bem?

		{trigger 1 bird squaks}
		
		[MADELINE left sad]
		Desculpa, não te quis magoar.
		
		{trigger 2 approach bird, it moves away}
		
		[MADELINE left sad]
		Espera! Por favor não vás embora.
		
		{trigger 3 bird flys out of the camera}
		
		[MADELINE left sadder]
		Pelo menos diz-me...
		És {+PART_OF_GRANNY}, não és?
		Se tens mesmo de ir, então...

		[MADELINE left sad]
		Leva-me contigo.
		
		{trigger 4 badeline appears}
    
		[BADELINE right yell]
		{+MADELINE}, para!

		[BADELINE right concerned]
		Não podes ir com ela.
		
		[MADELINE left angry]
		Cala-te!
		Não foste capaz de me forçar a desistir da {+MOUNTAIN}.
		E não consegues forçar-me a desistir da {+GRANNY}.

		[MADELINE left sadder]
		{*}Vai-te embora.{/*}
		
		[BADELINE right concerned]
		...

		[BADELINE right worried]
		Eu não te estou a forçar.

		[BADELINE right concerned]
		Estou-te a pedir.

		{trigger 5 Wait a beat}

		[BADELINE right worriedAlt]
		Eu também tenho saudades da {+GRANNY}.
		Ela foi muito importante para nós as duas.

		[MADELINE left sad]
		Então porque é que é tão fácil para ti deixá-la para trás?

		[BADELINE right worriedAlt]
		{~}Não é{/~} fácil.

		[BADELINE right worried]
		Se calhar eu forcei-nos a superar isto rápido demais...

		[BADELINE right concerned]
		Mas isto também não nos faz bem.
		Só quero que nós sobrevivamos a isto.

		{trigger 6 Madeline sits}
		
		[MADELINE left sadder flip]
		...
		Eu sei que ela morreu.
		E que isto é só um sonho.
		Apanhar este pássaro não a vai trazer de volta.
		
		{trigger 7 badeline hugs madeline}
		
		[BADELINE left concerned]
		Lamento imenso, {+MADELINE}.
		
		[BADELINE left concerned]
		Vamos acordar, e enfrentar isto juntas.
		
		[MADELINE right sadder]
		...

		[MADELINE right distracted]
		Não.

		[MADELINE right sad]
		Ainda não.

		{trigger 8 stand up}

		[MADELINE right sad]
		Quero acertar as coisas primeiro.
    
		[BADELINE left upset]
		O que queres dizer?
		
		[MADELINE right sad]
		O pássaro, está preso aqui por causa de mim.
		
		{trigger 9 shift camera over to the bird}
		
		[MADELINE right sad flip]
		Temos de o ajudar a escapar antes de irmos embora.
		A {+GRANNY} não iria querer que ele ficasse preso assim.
		
		[BADELINE left concerned]
		Tens razão.

		[BADELINE left normal]
		Vamos lá.

		[BADELINE left upset]
		As assim que acabarmos,{n}precisamos de acordar.

		[BADELINE left worried]
		Este lugar é tão {*}weird{/*}.{n}Quero ir para casa.

	CH9_LAST_ROOM=
		[BADELINE right normal]
		É agora! Estamos quase fora daqui.

		[MADELINE left determined]
		Vamos lá fazer isto, pela {+GRANNY}.

	CH9_LAST_ROOM_ALT=
		[BADELINE right concerned]
		Estás bem, {+MADELINE}?

		[MADELINE left sad]
		Estamos tão perto, mas parece impossível...

		[BADELINE right upset]
		Vá lá, só mais algumas tentativas.

		[BADELINE right normal]
		Nós conseguimos.

	CH9_LAST_BOOST=
		[BADELINE right normal]
		Despede-te dela por mim.

	CH9_FAREWELL=
		[MADELINE left normal]
		{+GRANNY}!

		[GRANNY right normal]
		Olá, miúda.
		
		[MADELINE left normal]
		É mesmo tão bom vê-la.
		Não sabia o que fazer sem você.

		[MADELINE left sad]
		...
		Mas a senhora não é real...

		[MADELINE left sadder]
		Isto é só um sonho.
		
		[GRANNY right normal]
		E então?
		Isso não te impediu de fazeres este caminho todo.
		Tu finalmente encontraste-me, e {~}agora{/~}{n}é que te preocupas se é um sonho?
		
		[GRANNY right mock]
		Para de inventar desculpas e{n}diz o que tens a dizer.
		
		[MADELINE left sad]
		...

		[MADELINE left distracted]
		Lamento não ter ido ao seu funeral.

		[MADELINE left sadder]
		Eu não fui capaz... Eu simplesmente desliguei.
		
		{silent_trigger 0 laugh}

		[GRANNY right laugh]
		Hah, onde é que já vi isso.
		
		[MADELINE left upset]
		...

		{silent_trigger 1 stop laughing}
		
		[GRANNY right normal]
		Ei, o que é que me interessa de quem foi àquilo?

		{silent_trigger 0 laugh}

		[GRANNY right laugh]
		Estou morta!

		{silent_trigger 1 stop laughing}

		[GRANNY right mock]
		Os funerais são para vocês idiotas{n}que têm de aguentar a viver sem mim.
		
		{trigger 2 take a step forward}

		[MADELINE left normal]
		Obrigado por ter estado de olho em mim na {+MOUNTAIN}.

